subject_id,label,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,is_synthetic
HC_03,healthy,0.0,0.13896,0.1991,0.93615,-0.598,1.211,0.068,True
HC_03,healthy,0.01,0.16207,0.20147,0.95996,0.669,0.55,0.946,True
HC_03,healthy,0.02,0.16469,0.2085,0.93709,-1.47,0.037,0.978,True
HC_03,healthy,0.03,0.16389,0.21424,0.94694,-0.082,-0.245,1.156,True
HC_03,healthy,0.04,0.18524,0.18424,0.95572,-0.537,-0.549,0.006,True
HC_03,healthy,0.05,0.15059,0.1688,0.95272,0.973,-0.574,-0.505,True
HC_03,healthy,0.06,0.1704,0.18332,0.9222,0.565,0.903,0.264,True
HC_03,healthy,0.07,0.13612,0.18862,0.96105,-0.29,0.423,-1.427,True
HC_03,healthy,0.08,0.12063,0.19425,0.94765,1.808,0.523,-1.059,True
HC_03,healthy,0.09,0.13662,0.20796,0.93446,0.241,-2.243,-2.926,True
HC_03,healthy,0.1,0.13477,0.20966,0.98088,0.299,0.17,0.017,True
HC_03,healthy,0.11,0.15349,0.19607,0.93993,-0.44,-0.725,-1.688,True
HC_03,healthy,0.12,0.17192,0.22816,0.9498,0.178,-1.081,1.291,True
HC_03,healthy,0.13,0.1815,0.19287,0.929,-0.327,0.249,2.919,True
HC_03,healthy,0.14,0.17865,0.19391,0.9441,0.737,-0.417,2.087,True
HC_03,healthy,0.15,0.16345,0.18567,0.93409,0.228,0.171,1.168,True
HC_03,healthy,0.16,0.15492,0.19509,0.94582,-0.432,0.5,0.859,True
HC_03,healthy,0.17,0.13148,0.19581,0.95391,-0.535,-0.003,-0.557,True
HC_03,healthy,0.18,0.15248,0.20527,0.97811,0.115,-0.011,-0.518,True
HC_03,healthy,0.19,0.12488,0.19813,0.96383,0.583,-1.124,-1.214,True
HC_03,healthy,0.2,0.14202,0.18934,0.95374,-0.236,-0.158,-2.987,True
HC_03,healthy,0.21,0.17009,0.19322,0.93562,0.952,0.307,0.871,True
HC_03,healthy,0.22,0.14852,0.19004,0.94403,1.263,-1.153,2.183,True
HC_03,healthy,0.23,0.18259,0.21214,0.9644,1.09,1.521,1.879,True
HC_03,healthy,0.24,0.17327,0.20646,0.95471,0.889,1.505,1.664,True
HC_03,healthy,0.25,0.16702,0.16592,0.96032,0.145,-0.33,1.77,True
HC_03,healthy,0.26,0.20022,0.2287,0.99732,0.586,1.033,0.778,True
HC_03,healthy,0.27,0.15606,0.20425,0.93129,-0.838,-0.825,-0.001,True
HC_03,healthy,0.28,0.14383,0.18372,0.9602,-0.276,-0.64,-0.827,True
HC_03,healthy,0.29,0.14409,0.17962,0.93425,-0.137,0.309,-1.122,True
HC_03,healthy,0.3,0.11805,0.18289,0.96297,0.118,-0.57,-1.109,True
HC_03,healthy,0.31,0.13855,0.20378,0.96433,0.805,1.081,-1.59,True
HC_03,healthy,0.32,0.1606,0.2089,0.91278,1.014,-0.715,-1.462,True
HC_03,healthy,0.33,0.15679,0.19682,0.94871,-1.387,0.849,-0.323,True
HC_03,healthy,0.34,0.16162,0.21679,0.93194,-0.79,0.62,0.796,True
HC_03,healthy,0.35000000000000003,0.15888,0.20794,0.93684,0.486,0.368,1.263,True
HC_03,healthy,0.36,0.15743,0.21443,0.95904,0.351,0.658,-0.486,True
HC_03,healthy,0.37,0.17019,0.18855,0.92925,-0.637,0.272,0.496,True
HC_03,healthy,0.38,0.16358,0.19151,0.96826,-0.806,0.807,-0.39,True
HC_03,healthy,0.39,0.16654,0.17156,0.92993,0.287,-0.239,-2.166,True
HC_03,healthy,0.4,0.15713,0.18046,0.96368,0.505,-0.541,-0.798,True
HC_03,healthy,0.41000000000000003,0.13266,0.17939,0.95603,1.117,-1.379,-3.413,True
HC_03,healthy,0.42,0.15563,0.23237,0.94699,-1.106,0.869,-0.504,True
HC_03,healthy,0.43,0.14043,0.20886,0.94029,-0.114,-1.024,0.466,True
HC_03,healthy,0.44,0.17215,0.21555,0.94554,0.267,-0.436,0.694,True
HC_03,healthy,0.45,0.19623,0.24136,0.92288,-1.14,0.357,0.267,True
HC_03,healthy,0.46,0.19204,0.19939,0.97011,0.043,0.78,1.193,True
HC_03,healthy,0.47000000000000003,0.17506,0.1855,0.9498,0.876,-0.378,1.808,True
HC_03,healthy,0.48,0.17815,0.2097,0.94701,-0.28,-0.925,1.004,True
HC_03,healthy,0.49,0.17263,0.1903,0.94909,0.363,0.357,-0.824,True
HC_03,healthy,0.5,0.14678,0.17751,0.93046,-0.305,0.519,-1.966,True
HC_03,healthy,0.51,0.12835,0.20748,0.93225,0.09,1.257,-0.41,True
HC_03,healthy,0.52,0.14622,0.20409,0.95519,-0.624,0.027,-1.376,True
HC_03,healthy,0.53,0.13426,0.22219,0.94621,-0.434,0.539,-1.559,True
HC_03,healthy,0.54,0.1557,0.23246,0.92643,0.755,-1.122,-0.952,True
HC_03,healthy,0.55,0.17246,0.23359,0.92338,0.61,1.558,1.275,True
HC_03,healthy,0.56,0.16029,0.20393,0.93347,-1.444,0.718,1.079,True
HC_03,healthy,0.5700000000000001,0.17471,0.20718,0.92867,0.5,-0.218,1.008,True
HC_03,healthy,0.58,0.16912,0.18629,0.93419,-1.052,1.351,2.173,True
HC_03,healthy,0.59,0.16626,0.21241,0.95185,0.167,0.252,0.788,True
HC_03,healthy,0.6,0.14457,0.19298,0.94039,-0.838,0.322,-0.547,True
HC_03,healthy,0.61,0.17595,0.21799,0.95748,0.38,0.608,-1.515,True
HC_03,healthy,0.62,0.14153,0.18276,0.92695,-0.46,0.969,-2.793,True
HC_03,healthy,0.63,0.13406,0.21916,0.94814,0.038,0.171,-2.471,True
HC_03,healthy,0.64,0.1433,0.2013,0.92751,1.021,0.46,0.206,True
HC_03,healthy,0.65,0.17899,0.19029,0.94886,1.163,0.784,-1.277,True
HC_03,healthy,0.66,0.18589,0.23214,0.94928,1.076,-0.574,1.771,True
HC_03,healthy,0.67,0.19333,0.2105,0.92743,-0.501,0.27,1.248,True
HC_03,healthy,0.68,0.15757,0.20176,0.94137,0.712,0.662,1.313,True
HC_03,healthy,0.6900000000000001,0.18559,0.21691,0.93603,-0.371,-0.553,0.802,True
HC_03,healthy,0.7000000000000001,0.18492,0.21456,0.94022,-0.496,-0.258,-0.746,True
HC_03,healthy,0.71,0.16573,0.17681,0.92416,-1.425,1.441,0.704,True
HC_03,healthy,0.72,0.17759,0.20429,0.91298,-0.982,-0.011,-1.541,True
HC_03,healthy,0.73,0.16063,0.19635,0.95169,0.097,1.324,-0.746,True
HC_03,healthy,0.74,0.14895,0.21317,0.95976,1.085,0.728,-1.579,True
HC_03,healthy,0.75,0.17435,0.22504,0.9622,0.29,0.384,-0.941,True
HC_03,healthy,0.76,0.1889,0.21121,0.93738,-0.506,-0.272,-0.01,True
HC_03,healthy,0.77,0.18454,0.24077,0.93481,-1.505,-0.093,0.075,True
HC_03,healthy,0.78,0.16315,0.22721,0.93462,-0.371,-1.049,-0.167,True
HC_03,healthy,0.79,0.21117,0.17764,0.96977,0.158,-0.677,1.465,True
HC_03,healthy,0.8,0.17653,0.17472,0.93931,0.822,-0.821,1.09,True
HC_03,healthy,0.81,0.19528,0.19757,0.95274,-1.564,0.519,0.87,True
HC_03,healthy,0.8200000000000001,0.16464,0.21905,0.93311,0.443,-0.064,1.547,True
HC_03,healthy,0.8300000000000001,0.17108,0.22904,0.94476,0.006,0.85,-0.924,True
HC_03,healthy,0.84,0.15442,0.19953,0.94445,1.36,0.6,-1.083,True
HC_03,healthy,0.85,0.14504,0.21353,0.93006,0.181,0.26,-0.759,True
HC_03,healthy,0.86,0.14022,0.22743,0.953,-1.698,-1.068,-0.922,True
HC_03,healthy,0.87,0.16986,0.20273,0.94387,-0.935,0.31,0.941,True
HC_03,healthy,0.88,0.15322,0.21435,0.93589,-0.45,-0.789,-0.276,True
HC_03,healthy,0.89,0.18133,0.19498,0.94306,1.265,0.07,1.836,True
HC_03,healthy,0.9,0.19303,0.20984,0.95485,-0.74,-0.608,0.835,True
HC_03,healthy,0.91,0.18375,0.2144,0.90611,1.38,1.485,0.109,True
HC_03,healthy,0.92,0.19034,0.18895,0.94781,-0.234,-0.107,-0.868,True
HC_03,healthy,0.93,0.15835,0.21555,0.93469,0.572,1.579,-0.44,True
HC_03,healthy,0.9400000000000001,0.18155,0.22674,0.94206,-0.717,0.462,-1.371,True
HC_03,healthy,0.9500000000000001,0.14819,0.21822,0.92267,-0.593,1.082,-0.652,True
HC_03,healthy,0.96,0.16922,0.20647,0.91984,-0.095,-1.243,-2.813,True
HC_03,healthy,0.97,0.15697,0.22985,0.93414,1.054,-0.623,-0.632,True
HC_03,healthy,0.98,0.18681,0.21866,0.95594,0.066,0.417,-1.366,True
HC_03,healthy,0.99,0.16445,0.22348,0.9187,1.041,0.714,1.227,True
HC_03,healthy,1.0,0.1967,0.24138,0.93782,-0.716,-0.284,2.119,True
HC_03,healthy,1.01,0.20898,0.22117,0.93735,0.407,0.239,2.541,True
HC_03,healthy,1.02,0.20569,0.20978,0.93525,0.208,-0.62,2.085,True
HC_03,healthy,1.03,0.18075,0.21227,0.91466,0.356,-0.156,-0.492,True
HC_03,healthy,1.04,0.19196,0.17122,0.93319,-0.263,-0.007,-0.166,True
HC_03,healthy,1.05,0.17852,0.19705,0.93898,1.342,0.109,-2.212,True
HC_03,healthy,1.06,0.15569,0.20577,0.95168,-0.643,-1.109,-1.032,True
HC_03,healthy,1.07,0.17659,0.21125,0.92147,0.244,-0.472,-1.869,True
HC_03,healthy,1.08,0.18307,0.21329,0.94028,0.643,0.59,-2.273,True
HC_03,healthy,1.09,0.1828,0.21845,0.94448,1.491,0.594,0.88,True
HC_03,healthy,1.1,0.22233,0.19506,0.92194,0.403,0.409,0.063,True
HC_03,healthy,1.11,0.18916,0.21071,0.95344,-0.427,0.253,1.64,True
HC_03,healthy,1.12,0.19462,0.22074,0.93996,0.102,-0.469,1.401,True
HC_03,healthy,1.1300000000000001,0.21304,0.18936,0.92846,1.895,0.101,1.554,True
HC_03,healthy,1.1400000000000001,0.16874,0.17092,0.90361,-0.953,0.256,1.022,True
HC_03,healthy,1.1500000000000001,0.16562,0.19591,0.95559,0.547,0.164,-0.547,True
HC_03,healthy,1.16,0.17439,0.20648,0.9159,0.001,1.37,-1.123,True
HC_03,healthy,1.17,0.15033,0.22372,0.95865,1.531,0.635,-1.022,True
HC_03,healthy,1.18,0.15583,0.22218,0.93412,1.459,0.115,-0.95,True
HC_03,healthy,1.19,0.16654,0.25072,0.96375,-0.391,1.198,-1.235,True
HC_03,healthy,1.2,0.20549,0.25357,0.94389,0.453,0.694,0.251,True
HC_03,healthy,1.21,0.17026,0.22057,0.9294,-0.504,-0.284,1.185,True
HC_03,healthy,1.22,0.19952,0.24025,0.92516,-0.85,-0.428,2.085,True
HC_03,healthy,1.23,0.23864,0.2141,0.93934,-0.08,1.504,2.834,True
HC_03,healthy,1.24,0.2235,0.22268,0.92227,1.08,0.051,0.801,True
HC_03,healthy,1.25,0.18555,0.20636,0.89938,1.443,-0.328,0.581,True
HC_03,healthy,1.26,0.17896,0.19986,0.92974,1.179,0.85,0.135,True
HC_03,healthy,1.27,0.17889,0.23651,0.95714,-0.16,-0.412,-1.258,True
HC_03,healthy,1.28,0.1794,0.20564,0.92409,1.235,1.762,-1.603,True
HC_03,healthy,1.29,0.18632,0.21528,0.92616,0.507,0.434,-1.395,True
HC_03,healthy,1.3,0.15691,0.24557,0.93517,-0.272,1.586,0.217,True
HC_03,healthy,1.31,0.20407,0.24268,0.93946,0.558,1.322,0.658,True
HC_03,healthy,1.32,0.20494,0.24336,0.90824,-0.756,-0.073,0.451,True
HC_03,healthy,1.33,0.18879,0.2267,0.97593,1.737,0.433,1.106,True
HC_03,healthy,1.34,0.19686,0.21914,0.91863,0.286,1.645,1.673,True
HC_03,healthy,1.35,0.20353,0.2094,0.93012,1.362,0.459,0.846,True
HC_03,healthy,1.36,0.20747,0.22589,0.93368,0.62,1.519,-0.216,True
HC_03,healthy,1.37,0.15287,0.23098,0.94781,-0.107,-0.426,-0.715,True
HC_03,healthy,1.3800000000000001,0.16985,0.21927,0.95164,0.097,1.221,-1.975,True
HC_03,healthy,1.3900000000000001,0.15456,0.20632,0.89081,0.903,0.454,-2.347,True
HC_03,healthy,1.4000000000000001,0.17861,0.2089,0.90431,0.589,-0.353,-1.223,True
HC_03,healthy,1.41,0.16418,0.2418,0.95522,0.826,0.386,0.062,True
HC_03,healthy,1.42,0.19183,0.24601,0.94062,0.32,0.191,0.869,True
HC_03,healthy,1.43,0.1877,0.25158,0.93773,-0.432,-0.868,2.019,True
HC_03,healthy,1.44,0.2287,0.22126,0.94411,0.54,-0.475,2.155,True
HC_03,healthy,1.45,0.1815,0.21888,0.92806,-0.099,0.645,1.734,True
HC_03,healthy,1.46,0.21594,0.23492,0.9553,0.778,-1.448,-0.363,True
HC_03,healthy,1.47,0.19798,0.21655,0.92415,-0.985,-0.208,1.132,True
HC_03,healthy,1.48,0.18387,0.20743,0.92325,-1.365,0.298,-0.122,True
HC_03,healthy,1.49,0.1853,0.21219,0.95426,0.818,-1.488,-0.449,True
HC_03,healthy,1.5,0.17112,0.22201,0.93341,-1.128,0.211,-0.583,True
HC_03,healthy,1.51,0.20638,0.22607,0.92696,1.264,0.354,-0.325,True
HC_03,healthy,1.52,0.16063,0.23138,0.93985,0.577,-0.344,-1.042,True
HC_03,healthy,1.53,0.19312,0.23687,0.93326,-1.099,-0.293,-0.933,True
HC_03,healthy,1.54,0.18611,0.2265,0.94943,-0.185,-1.476,1.49,True
HC_03,healthy,1.55,0.20344,0.22255,0.90731,0.739,0.671,2.609,True
HC_03,healthy,1.56,0.17159,0.23485,0.91527,0.276,0.15,3.089,True
HC_03,healthy,1.57,0.19338,0.22628,0.94436,-0.716,0.049,1.563,True
HC_03,healthy,1.58,0.22066,0.21866,0.93707,0.488,1.192,0.257,True
HC_03,healthy,1.59,0.19626,0.22174,0.90946,0.375,0.009,-0.514,True
HC_03,healthy,1.6,0.14308,0.21549,0.93912,0.241,0.607,-0.07,True
HC_03,healthy,1.61,0.16912,0.22298,0.92763,1.278,-1.26,-1.972,True
HC_03,healthy,1.62,0.15653,0.2421,0.94553,-0.713,-0.086,-2.785,True
HC_03,healthy,1.6300000000000001,0.18669,0.25531,0.91296,-0.25,0.028,-0.881,True
HC_03,healthy,1.6400000000000001,0.21529,0.24619,0.95525,0.278,0.384,0.01,True
