subject_id,label,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,is_synthetic
HC_04,healthy,0.0,0.14475,0.21787,0.98196,0.417,0.052,-0.599,True
HC_04,healthy,0.01,0.14686,0.2217,0.9526,-1.68,-0.502,0.679,True
HC_04,healthy,0.02,0.17697,0.19242,0.96787,0.246,-0.29,3.209,True
HC_04,healthy,0.03,0.17338,0.19122,0.96264,-0.707,0.153,1.399,True
HC_04,healthy,0.04,0.16117,0.22898,0.97176,1.1,-0.863,1.022,True
HC_04,healthy,0.05,0.16756,0.18911,0.94457,1.079,-1.718,-1.256,True
HC_04,healthy,0.06,0.1491,0.19619,0.92406,-0.258,-0.992,-0.95,True
HC_04,healthy,0.07,0.13381,0.20983,0.95014,0.479,-0.672,-1.299,True
HC_04,healthy,0.08,0.1542,0.19926,0.94452,-0.283,1.878,-2.678,True
HC_04,healthy,0.09,0.12595,0.20657,0.94563,1.558,-0.626,-1.829,True
HC_04,healthy,0.1,0.15534,0.22725,0.94561,1.026,-0.111,-0.474,True
HC_04,healthy,0.11,0.15777,0.20671,0.96215,1.118,0.806,0.022,True
HC_04,healthy,0.12,0.1572,0.2266,0.95874,1.141,-0.194,2.536,True
HC_04,healthy,0.13,0.15247,0.21531,0.95392,0.219,-0.324,1.686,True
HC_04,healthy,0.14,0.16181,0.18727,0.91514,0.74,-0.013,1.039,True
HC_04,healthy,0.15,0.17212,0.19965,0.94549,0.838,0.807,-0.367,True
HC_04,healthy,0.16,0.14212,0.20304,0.95631,-0.231,-0.138,0.087,True
HC_04,healthy,0.17,0.127,0.16525,0.97249,0.126,1.639,0.149,True
HC_04,healthy,0.18,0.11486,0.20583,0.91513,0.238,-0.36,-1.662,True
HC_04,healthy,0.19,0.16285,0.19156,0.93874,-0.406,0.472,-0.755,True
HC_04,healthy,0.2,0.16969,0.20764,0.94547,-1.145,0.486,-0.027,True
HC_04,healthy,0.21,0.18645,0.21458,0.93801,-0.259,-0.102,2.686,True
HC_04,healthy,0.22,0.16261,0.19018,0.97059,0.694,-0.186,1.629,True
HC_04,healthy,0.23,0.13825,0.18151,0.96216,-0.716,-1.164,-0.55,True
HC_04,healthy,0.24,0.12389,0.16898,0.9377,-0.188,1.119,0.083,True
HC_04,healthy,0.25,0.16443,0.19441,0.95689,0.375,-0.996,0.446,True
HC_04,healthy,0.26,0.16719,0.18472,0.93758,-1.187,1.201,-1.954,True
HC_04,healthy,0.27,0.12128,0.22487,0.94293,0.328,0.252,-1.867,True
HC_04,healthy,0.28,0.16166,0.1921,0.93796,-0.405,0.92,-0.125,True
HC_04,healthy,0.29,0.15725,0.21922,0.97891,0.589,-1.095,0.251,True
HC_04,healthy,0.3,0.16986,0.21558,0.93567,0.242,1.025,0.003,True
HC_04,healthy,0.31,0.19993,0.20995,0.96898,1.887,0.22,1.047,True
HC_04,healthy,0.32,0.18155,0.18217,0.95361,0.366,0.248,1.458,True
HC_04,healthy,0.33,0.16387,0.1922,0.95858,0.531,-0.583,-1.504,True
HC_04,healthy,0.34,0.16019,0.16624,0.95981,0.253,-0.378,0.546,True
HC_04,healthy,0.35000000000000003,0.14126,0.20876,0.93695,0.48,0.451,-0.796,True
HC_04,healthy,0.36,0.15684,0.19682,0.92565,1.068,0.391,-2.164,True
HC_04,healthy,0.37,0.15253,0.20188,0.94886,-1.674,-0.607,-2.118,True
HC_04,healthy,0.38,0.16293,0.24827,0.96492,0.645,-0.159,-1.524,True
HC_04,healthy,0.39,0.18271,0.19971,0.96484,-0.37,-0.664,2.11,True
HC_04,healthy,0.4,0.17258,0.19066,0.93294,0.764,-0.566,1.227,True
HC_04,healthy,0.41000000000000003,0.1885,0.20472,0.9366,0.512,-0.34,1.476,True
HC_04,healthy,0.42,0.18439,0.2165,0.94357,1.493,0.016,1.602,True
HC_04,healthy,0.43,0.17552,0.201,0.94379,0.184,0.431,0.128,True
HC_04,healthy,0.44,0.14689,0.19233,0.91081,-0.673,-0.153,-0.26,True
HC_04,healthy,0.45,0.17513,0.21607,0.92856,1.175,0.766,-2.491,True
HC_04,healthy,0.46,0.1298,0.21149,0.96601,-0.439,-1.349,-1.764,True
HC_04,healthy,0.47000000000000003,0.16365,0.22301,0.93138,0.091,-0.248,-1.415,True
