subject_id,label,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,is_synthetic
PD_06,pd,0.0,0.14632,0.33958,0.99604,4.342,15.046,29.117,True
PD_06,pd,0.01,0.24876,0.33823,1.01621,9.27,13.06,30.586,True
PD_06,pd,0.02,0.30628,0.29256,1.01453,15.476,9.893,30.609,True
PD_06,pd,0.03,0.37828,0.26498,1.05921,19.514,8.849,25.956,True
PD_06,pd,0.04,0.40695,0.2035,0.99044,21.989,3.949,21.029,True
PD_06,pd,0.05,0.4052,0.12051,0.99855,21.36,0.524,10.563,True
PD_06,pd,0.06,0.35659,0.09138,0.95306,18.242,-3.854,1.914,True
PD_06,pd,0.07,0.30168,0.07522,0.92823,13.329,-8.272,-6.261,True
PD_06,pd,0.08,0.24555,0.06253,0.95858,10.578,-10.872,-15.908,True
PD_06,pd,0.09,0.22398,0.04438,0.9194,2.199,-15.529,-24.483,True
PD_06,pd,0.1,0.1607,0.07665,0.87225,-3.376,-14.166,-29.251,True
PD_06,pd,0.11,0.11904,0.07997,0.88305,-10.368,-14.733,-30.717,True
PD_06,pd,0.12,0.05127,0.11065,0.8752,-14.886,-13.03,-30.726,True
PD_06,pd,0.13,0.00793,0.15017,0.87909,-18.534,-8.448,-28.914,True
PD_06,pd,0.14,-0.04125,0.21099,0.91155,-20.864,-5.696,-21.674,True
PD_06,pd,0.15,-0.09094,0.25608,0.92024,-20.193,-0.344,-12.907,True
PD_06,pd,0.16,-0.11263,0.29202,0.91992,-20.137,4.167,-3.591,True
PD_06,pd,0.17,-0.09664,0.36232,0.94062,-15.788,6.999,4.378,True
PD_06,pd,0.18,-0.03346,0.34179,0.9266,-10.625,11.308,15.239,True
PD_06,pd,0.19,0.04736,0.36314,0.96453,-5.221,13.659,24.037,True
PD_06,pd,0.2,0.13249,0.35179,0.97134,2.171,15.088,29.267,True
PD_06,pd,0.21,0.20676,0.33506,0.98658,8.777,14.622,33.604,True
PD_06,pd,0.22,0.30221,0.34272,1.02188,15.04,12.647,32.697,True
PD_06,pd,0.23,0.39557,0.27022,0.999,17.937,9.855,27.851,True
PD_06,pd,0.24,0.38331,0.20834,0.98755,21.697,6.026,23.391,True
PD_06,pd,0.25,0.43994,0.18546,0.99494,21.096,2.006,14.749,True
PD_06,pd,0.26,0.3506,0.10541,1.00486,20.021,-2.944,5.215,True
PD_06,pd,0.27,0.3441,0.09069,0.96579,17.038,-6.738,-6.066,True
PD_06,pd,0.28,0.26435,0.04098,0.91875,10.991,-10.834,-13.748,True
PD_06,pd,0.29,0.22054,0.01081,0.89353,4.099,-14.179,-22.259,True
PD_06,pd,0.3,0.16474,0.05415,0.89382,-2.268,-14.296,-26.149,True
PD_06,pd,0.31,0.13286,0.04665,0.8712,-8.147,-15.998,-33.278,True
PD_06,pd,0.32,0.07806,0.08537,0.85969,-13.81,-14.105,-32.331,True
PD_06,pd,0.33,0.06356,0.14976,0.88395,-18.149,-10.681,-30.186,True
PD_06,pd,0.34,-0.0383,0.20168,0.86696,-21.538,-6.268,-23.34,True
PD_06,pd,0.35000000000000003,-0.07398,0.24103,0.88202,-18.499,-1.506,-15.368,True
PD_06,pd,0.36,-0.08452,0.30919,0.90011,-19.981,1.223,-7.785,True
PD_06,pd,0.37,-0.06853,0.34412,0.92974,-15.787,8.579,3.881,True
PD_06,pd,0.38,-0.03038,0.37178,0.96916,-10.838,11.548,12.295,True
PD_06,pd,0.39,0.0053,0.38364,1.00158,-6.604,13.46,21.725,True
PD_06,pd,0.4,0.10531,0.36465,0.96727,2.834,15.442,26.66,True
PD_06,pd,0.41000000000000003,0.21689,0.37312,1.00792,7.299,14.305,31.476,True
PD_06,pd,0.42,0.29346,0.30379,1.0088,14.085,13.711,31.268,True
PD_06,pd,0.43,0.40387,0.27763,1.03056,18.217,9.491,29.369,True
PD_06,pd,0.44,0.37479,0.22427,1.01783,19.152,7.903,23.307,True
PD_06,pd,0.45,0.41042,0.17215,1.02133,22.508,4.736,16.407,True
PD_06,pd,0.46,0.37902,0.10702,1.00005,20.867,-1.729,6.042,True
PD_06,pd,0.47000000000000003,0.32947,0.09322,0.97876,17.1,-5.879,-3.062,True
PD_06,pd,0.48,0.27609,0.0636,0.91382,11.896,-12.023,-10.077,True
PD_06,pd,0.49,0.23338,0.03035,0.92956,6.297,-13.06,-18.084,True
PD_06,pd,0.5,0.20864,0.03547,0.86742,-0.614,-14.038,-26.359,True
PD_06,pd,0.51,0.12621,0.06264,0.89509,-7.061,-13.282,-30.358,True
PD_06,pd,0.52,0.12773,0.10735,0.8801,-11.163,-13.245,-31.82,True
PD_06,pd,0.53,0.06278,0.15907,0.8768,-15.4,-11.213,-29.121,True
PD_06,pd,0.54,0.04309,0.18877,0.85982,-19.506,-8.101,-22.216,True
PD_06,pd,0.55,-0.0261,0.257,0.90175,-19.98,-2.88,-16.672,True
PD_06,pd,0.56,-0.04539,0.30172,0.91538,-20.477,2.368,-8.976,True
PD_06,pd,0.5700000000000001,-0.07725,0.31339,0.91413,-16.762,5.221,0.374,True
PD_06,pd,0.58,-0.0497,0.32305,0.94132,-12.178,8.899,8.656,True
PD_06,pd,0.59,0.02121,0.35842,0.97953,-5.906,11.706,17.617,True
PD_06,pd,0.6,0.1203,0.33185,0.97984,-3.287,12.619,23.851,True
PD_06,pd,0.61,0.21887,0.35625,1.00699,4.881,13.116,28.337,True
PD_06,pd,0.62,0.2923,0.33588,1.00086,11.991,14.117,28.425,True
PD_06,pd,0.63,0.36081,0.29073,1.01847,14.977,11.969,26.489,True
PD_06,pd,0.64,0.38641,0.23772,0.98768,17.668,8.478,22.019,True
PD_06,pd,0.65,0.37987,0.21437,1.01003,18.561,3.936,17.421,True
PD_06,pd,0.66,0.35793,0.12335,0.99867,18.364,-0.644,9.261,True
PD_06,pd,0.67,0.34655,0.11244,0.97786,16.653,-4.39,0.233,True
PD_06,pd,0.68,0.27421,0.07971,0.93389,12.149,-8.856,-9.144,True
PD_06,pd,0.6900000000000001,0.23994,0.05121,0.92642,7.207,-11.12,-14.106,True
PD_06,pd,0.7000000000000001,0.19021,0.05703,0.9222,1.599,-12.415,-20.852,True
PD_06,pd,0.71,0.15261,0.08989,0.89418,-4.842,-12.104,-25.98,True
PD_06,pd,0.72,0.17123,0.10201,0.87092,-8.16,-11.211,-27.232,True
PD_06,pd,0.73,0.07635,0.14692,0.8885,-14.604,-10.771,-25.72,True
PD_06,pd,0.74,0.04976,0.18722,0.88651,-15.815,-6.892,-22.825,True
PD_06,pd,0.75,0.03301,0.23611,0.87472,-17.237,-3.935,-16.289,True
PD_06,pd,0.76,-0.03146,0.27041,0.90841,-16.224,0.095,-9.078,True
PD_06,pd,0.77,-0.02551,0.3037,0.92912,-14.722,1.971,-2.382,True
PD_06,pd,0.78,-0.02293,0.30724,0.95918,-11.676,7.3,7.378,True
PD_06,pd,0.79,0.02668,0.32781,0.93847,-8.061,10.329,13.783,True
PD_06,pd,0.8,0.09851,0.35861,0.95508,-1.675,10.769,19.315,True
PD_06,pd,0.81,0.16307,0.33124,0.97785,3.329,12.3,23.114,True
PD_06,pd,0.8200000000000001,0.24592,0.33219,0.99755,7.187,10.413,24.816,True
PD_06,pd,0.8300000000000001,0.31882,0.29248,0.98108,11.447,8.137,23.685,True
PD_06,pd,0.84,0.35113,0.25406,0.99947,14.062,6.936,20.424,True
PD_06,pd,0.85,0.36205,0.20197,1.007,14.58,3.551,17.062,True
PD_06,pd,0.86,0.339,0.1618,0.9669,15.944,0.23,10.7,True
PD_06,pd,0.87,0.33202,0.15043,0.93189,13.108,-2.115,2.579,True
PD_06,pd,0.88,0.29306,0.11163,0.92345,10.549,-5.974,-5.547,True
PD_06,pd,0.89,0.23052,0.13858,0.89765,5.99,-7.59,-10.931,True
PD_06,pd,0.9,0.21482,0.09731,0.9142,3.334,-10.117,-16.063,True
PD_06,pd,0.91,0.18775,0.10546,0.87367,-0.577,-10.395,-20.315,True
PD_06,pd,0.92,0.16739,0.09809,0.88572,-6.177,-10.73,-22.197,True
PD_06,pd,0.93,0.14489,0.15488,0.86616,-9.632,-8.436,-21.988,True
PD_06,pd,0.9400000000000001,0.08983,0.17715,0.8585,-12.124,-6.101,-18.195,True
PD_06,pd,0.9500000000000001,0.06209,0.23066,0.89463,-13.403,-2.128,-15.004,True
PD_06,pd,0.96,0.05281,0.23803,0.90869,-13.149,-1.916,-9.911,True
PD_06,pd,0.97,0.03266,0.25623,0.9214,-12.021,1.556,-2.615,True
PD_06,pd,0.98,-0.01019,0.32231,0.93028,-8.41,5.107,4.144,True
PD_06,pd,0.99,0.05508,0.28238,0.97206,-7.02,6.588,8.919,True
PD_06,pd,1.0,0.10364,0.31628,0.96682,-1.0,7.941,12.986,True
PD_06,pd,1.01,0.17527,0.32991,0.9877,2.698,7.588,17.719,True
PD_06,pd,1.02,0.23557,0.32457,1.00632,4.802,8.921,18.118,True
PD_06,pd,1.03,0.26784,0.28091,0.9955,8.537,7.573,18.582,True
PD_06,pd,1.04,0.31015,0.25219,0.98242,10.626,5.169,16.483,True
PD_06,pd,1.05,0.33764,0.21347,0.99779,11.839,3.372,13.408,True
PD_06,pd,1.06,0.29102,0.19781,0.97656,12.522,2.179,10.13,True
PD_06,pd,1.07,0.28208,0.16963,0.947,11.407,-1.28,2.999,True
PD_06,pd,1.08,0.25635,0.13099,0.93368,8.57,-4.044,-3.183,True
PD_06,pd,1.09,0.24648,0.14278,0.94561,6.514,-6.617,-7.504,True
PD_06,pd,1.1,0.20742,0.11683,0.944,1.437,-7.65,-11.081,True
PD_06,pd,1.11,0.21165,0.10543,0.92826,-1.816,-7.089,-15.861,True
PD_06,pd,1.12,0.14874,0.15014,0.89235,-3.696,-8.238,-16.325,True
PD_06,pd,1.1300000000000001,0.15179,0.15981,0.88929,-8.16,-5.95,-15.452,True
PD_06,pd,1.1400000000000001,0.1492,0.18803,0.90698,-8.493,-6.498,-13.786,True
PD_06,pd,1.1500000000000001,0.12584,0.21546,0.88411,-9.586,-3.28,-12.33,True
PD_06,pd,1.16,0.0721,0.22589,0.91148,-10.364,-0.455,-6.778,True
PD_06,pd,1.17,0.06214,0.24599,0.91272,-8.033,1.486,-3.074,True
PD_06,pd,1.18,0.04613,0.25512,0.91952,-7.702,3.211,1.909,True
PD_06,pd,1.19,0.10922,0.28293,0.93196,-6.474,4.072,5.408,True
PD_06,pd,1.2,0.13138,0.30077,0.94198,-0.586,6.05,9.842,True
PD_06,pd,1.21,0.14724,0.27128,0.96179,2.268,5.839,10.689,True
PD_06,pd,1.22,0.21134,0.27344,0.96262,2.119,5.691,11.693,True
PD_06,pd,1.23,0.20152,0.26613,0.97009,3.223,5.873,11.778,True
PD_06,pd,1.24,0.27618,0.26077,0.9518,6.809,3.601,11.803,True
PD_06,pd,1.25,0.27371,0.2217,0.98673,8.186,2.158,9.014,True
PD_06,pd,1.26,0.27074,0.18749,0.95106,9.027,3.307,6.228,True
PD_06,pd,1.27,0.26269,0.18269,0.9632,7.505,0.787,4.179,True
PD_06,pd,1.28,0.24833,0.17694,0.92613,6.254,-2.943,-0.838,True
