subject_id,label,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,is_synthetic
PD_03,pd,0.0,0.17502,0.33214,1.01113,3.82,11.306,23.73,True
PD_03,pd,0.01,0.20899,0.3177,1.00807,7.531,11.806,24.865,True
PD_03,pd,0.02,0.27551,0.25665,1.00438,11.426,9.567,24.577,True
PD_03,pd,0.03,0.28924,0.25136,1.00437,13.796,7.084,21.969,True
PD_03,pd,0.04,0.331,0.18416,0.99011,14.309,4.763,15.675,True
PD_03,pd,0.05,0.34677,0.13974,0.99026,16.776,1.098,11.691,True
PD_03,pd,0.06,0.30005,0.13438,0.99654,13.963,-3.293,3.458,True
PD_03,pd,0.07,0.28235,0.09668,0.95007,12.183,-4.579,-2.899,True
PD_03,pd,0.08,0.25076,0.09314,0.90595,8.417,-7.441,-9.227,True
PD_03,pd,0.09,0.21001,0.09393,0.92866,4.271,-10.19,-14.845,True
PD_03,pd,0.1,0.16958,0.09013,0.92989,-0.657,-10.387,-17.808,True
PD_03,pd,0.11,0.19792,0.08891,0.90163,-5.124,-9.621,-19.552,True
PD_03,pd,0.12,0.09083,0.13997,0.90436,-8.198,-8.71,-20.377,True
PD_03,pd,0.13,0.07856,0.16331,0.87266,-11.666,-8.035,-21.48,True
PD_03,pd,0.14,0.06889,0.16881,0.92184,-12.814,-5.835,-17.42,True
PD_03,pd,0.15,0.0362,0.22579,0.90319,-13.709,-2.7,-13.69,True
PD_03,pd,0.16,-0.01506,0.26009,0.93507,-13.553,0.249,-8.597,True
PD_03,pd,0.17,-0.02291,0.25116,0.93567,-12.874,2.656,-2.494,True
PD_03,pd,0.18,-0.00537,0.29557,0.92647,-10.372,3.69,2.992,True
PD_03,pd,0.19,0.03868,0.28706,0.97759,-6.388,6.346,10.183,True
PD_03,pd,0.2,0.06448,0.30971,0.96589,-2.927,8.65,13.346,True
PD_03,pd,0.21,0.09353,0.28253,0.96021,1.173,9.968,18.341,True
PD_03,pd,0.22,0.17979,0.29333,0.98052,4.598,9.586,19.865,True
PD_03,pd,0.23,0.23838,0.28238,1.00774,8.664,8.148,20.377,True
PD_03,pd,0.24,0.2867,0.23092,0.98136,11.015,6.245,17.845,True
PD_03,pd,0.25,0.32278,0.19247,0.96901,11.226,5.249,15.355,True
PD_03,pd,0.26,0.31062,0.19559,0.97585,11.858,1.322,11.64,True
PD_03,pd,0.27,0.2929,0.16507,0.95896,12.064,0.003,7.08,True
PD_03,pd,0.28,0.25665,0.15567,0.97226,10.508,-3.286,1.498,True
PD_03,pd,0.29,0.25103,0.10169,0.94326,7.903,-5.428,-5.367,True
PD_03,pd,0.3,0.21796,0.09952,0.9419,5.645,-6.115,-10.121,True
PD_03,pd,0.31,0.21726,0.09837,0.91958,3.392,-8.331,-14.121,True
PD_03,pd,0.32,0.16507,0.10785,0.91582,-2.737,-8.021,-16.575,True
PD_03,pd,0.33,0.13736,0.13309,0.90582,-5.115,-9.179,-18.838,True
PD_03,pd,0.34,0.1396,0.1624,0.90065,-8.243,-8.5,-18.051,True
PD_03,pd,0.35000000000000003,0.09648,0.18469,0.91834,-9.163,-5.285,-15.536,True
PD_03,pd,0.36,0.03031,0.19458,0.89648,-11.841,-3.149,-13.634,True
PD_03,pd,0.37,0.04919,0.2185,0.89984,-11.011,-0.36,-9.26,True
PD_03,pd,0.38,0.00593,0.25738,0.93548,-10.53,-0.497,-4.556,True
PD_03,pd,0.39,0.02661,0.27173,0.92472,-9.297,2.704,0.073,True
PD_03,pd,0.4,0.0357,0.29647,0.94953,-7.691,5.275,4.9,True
PD_03,pd,0.41000000000000003,0.06102,0.30293,0.9766,-3.549,5.296,9.198,True
PD_03,pd,0.42,0.12221,0.29905,0.9733,-1.213,7.099,11.74,True
PD_03,pd,0.43,0.17484,0.27928,0.99079,1.034,7.24,14.5,True
PD_03,pd,0.44,0.24075,0.26597,0.97326,3.926,6.625,14.67,True
PD_03,pd,0.45,0.22608,0.25819,0.97648,7.713,5.264,14.348,True
PD_03,pd,0.46,0.27695,0.24955,0.9782,8.38,4.333,13.453,True
PD_03,pd,0.47000000000000003,0.23462,0.21605,0.97124,9.978,3.508,10.896,True
PD_03,pd,0.48,0.25595,0.18878,0.98922,8.31,-0.3,6.655,True
PD_03,pd,0.49,0.27955,0.1918,0.99381,8.705,-0.661,2.904,True
PD_03,pd,0.5,0.25257,0.14717,0.96294,7.011,-3.551,-0.74,True
PD_03,pd,0.51,0.23131,0.11212,0.95667,5.522,-6.345,-4.9,True
PD_03,pd,0.52,0.1778,0.15413,0.94303,2.833,-6.948,-8.558,True
PD_03,pd,0.53,0.18139,0.14923,0.90139,-0.177,-7.601,-11.523,True
PD_03,pd,0.54,0.1398,0.15748,0.92342,-3.267,-6.835,-12.692,True
PD_03,pd,0.55,0.14899,0.14854,0.90403,-5.696,-6.056,-12.413,True
PD_03,pd,0.56,0.13001,0.18702,0.88946,-6.233,-5.776,-13.697,True
PD_03,pd,0.5700000000000001,0.10491,0.19715,0.88684,-7.819,-4.009,-11.891,True
PD_03,pd,0.58,0.06484,0.21469,0.91053,-8.425,-1.333,-7.801,True
PD_03,pd,0.59,0.08966,0.24416,0.93121,-7.572,-0.071,-4.185,True
PD_03,pd,0.6,0.07455,0.2855,0.93708,-8.025,1.335,-0.778,True
PD_03,pd,0.61,0.05741,0.26123,0.96209,-7.186,2.374,2.152,True
PD_03,pd,0.62,0.104,0.27759,0.9718,-5.019,4.244,5.146,True
PD_03,pd,0.63,0.12379,0.29065,0.94771,-1.421,6.17,7.474,True
PD_03,pd,0.64,0.15921,0.28081,0.94705,1.023,5.051,10.538,True
PD_03,pd,0.65,0.16358,0.23929,0.94919,4.169,5.995,12.645,True
PD_03,pd,0.66,0.23339,0.2451,0.96916,5.159,4.439,12.459,True
PD_03,pd,0.67,0.23441,0.23274,0.97156,5.503,3.09,10.378,True
PD_03,pd,0.68,0.24543,0.21466,0.96129,6.87,3.752,9.488,True
PD_03,pd,0.6900000000000001,0.24753,0.19592,0.96384,8.448,1.426,7.057,True
PD_03,pd,0.7000000000000001,0.20762,0.20705,0.98436,6.95,-1.003,3.193,True
PD_03,pd,0.71,0.23165,0.15906,0.94333,5.493,-1.698,0.682,True
PD_03,pd,0.72,0.22705,0.17312,0.91345,3.948,-3.739,-2.948,True
PD_03,pd,0.73,0.20343,0.1558,0.95289,2.053,-4.291,-6.405,True
PD_03,pd,0.74,0.17365,0.16539,0.91414,2.219,-5.106,-7.29,True
PD_03,pd,0.75,0.16507,0.15891,0.93203,-1.147,-3.651,-9.204,True
PD_03,pd,0.76,0.17869,0.15009,0.89637,-4.66,-3.365,-9.305,True
PD_03,pd,0.77,0.13726,0.19404,0.90387,-4.602,-3.354,-9.84,True
PD_03,pd,0.78,0.16029,0.15883,0.91459,-4.666,-3.019,-7.838,True
PD_03,pd,0.79,0.12473,0.20382,0.91954,-4.938,-1.479,-7.886,True
PD_03,pd,0.8,0.13516,0.21215,0.91909,-6.23,0.202,-3.425,True
PD_03,pd,0.81,0.10061,0.21789,0.94598,-5.372,2.24,-2.271,True
PD_03,pd,0.8200000000000001,0.12167,0.24093,0.93366,-4.195,0.771,1.949,True
PD_03,pd,0.8300000000000001,0.13488,0.23809,0.94115,-4.213,2.369,3.441,True
PD_03,pd,0.84,0.14106,0.2377,0.93604,-2.176,3.426,4.825,True
PD_03,pd,0.85,0.14504,0.2357,0.94512,0.033,4.934,6.266,True
PD_03,pd,0.86,0.17708,0.23929,0.96892,1.405,2.872,7.665,True
PD_03,pd,0.87,0.20685,0.25339,0.96094,1.272,3.282,7.597,True
PD_03,pd,0.88,0.24136,0.2323,0.95238,4.93,3.503,7.266,True
PD_03,pd,0.89,0.20479,0.23494,0.95058,4.073,1.636,6.761,True
PD_03,pd,0.9,0.23532,0.21604,0.94888,5.597,1.463,4.581,True
PD_03,pd,0.91,0.25096,0.19477,0.93084,5.902,0.879,3.489,True
PD_03,pd,0.92,0.21929,0.1793,0.93969,4.847,0.51,1.245,True
PD_03,pd,0.93,0.2175,0.19203,0.95252,2.006,-1.428,0.03,True
PD_03,pd,0.9400000000000001,0.23846,0.16352,0.93109,3.207,-2.245,-1.655,True
PD_03,pd,0.9500000000000001,0.20325,0.17448,0.93731,1.231,-1.865,-4.882,True
PD_03,pd,0.96,0.16144,0.18248,0.961,0.342,-2.625,-5.623,True
PD_03,pd,0.97,0.17123,0.18077,0.93819,-3.033,-3.776,-6.484,True
PD_03,pd,0.98,0.18378,0.21918,0.94628,-1.987,-2.789,-6.253,True
PD_03,pd,0.99,0.16825,0.2321,0.89695,-2.443,-2.665,-4.832,True
PD_03,pd,1.0,0.15338,0.22864,0.92568,-3.066,-0.489,-4.375,True
PD_03,pd,1.01,0.15116,0.23157,0.92899,-3.287,-1.054,-4.264,True
