subject_id,label,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,is_synthetic
ET_04,other,0.0,0.13738,0.35522,0.97012,-0.028,20.179,0.619,True
ET_04,other,0.01,0.25501,0.30455,1.0168,14.05,16.108,7.365,True
ET_04,other,0.02,0.31663,0.2479,1.02293,23.486,7.465,11.607,True
ET_04,other,0.03,0.3213,0.17559,1.02647,26.777,-1.729,13.644,True
ET_04,other,0.04,0.31184,0.10338,0.99032,22.755,-12.551,10.693,True
ET_04,other,0.05,0.23736,0.07269,1.00163,9.083,-18.983,4.406,True
ET_04,other,0.06,0.12364,0.05573,0.9386,-4.785,-18.108,-2.484,True
ET_04,other,0.07,0.01684,0.09654,0.86387,-18.284,-14.406,-10.209,True
ET_04,other,0.08,-0.01971,0.1377,0.85774,-26.479,-6.867,-12.248,True
ET_04,other,0.09,-0.04042,0.23263,0.86695,-26.681,4.019,-13.624,True
ET_04,other,0.1,-0.00633,0.29532,0.91327,-19.834,14.689,-10.308,True
ET_04,other,0.11,0.09053,0.3576,0.93921,-7.038,19.104,-2.674,True
ET_04,other,0.12,0.22672,0.33262,0.96319,7.904,19.23,2.606,True
ET_04,other,0.13,0.31027,0.28362,1.01303,21.006,14.433,10.721,True
ET_04,other,0.14,0.34518,0.23581,1.00024,26.321,3.179,12.88,True
ET_04,other,0.15,0.35693,0.15403,1.00855,24.848,-7.546,14.282,True
ET_04,other,0.16,0.27076,0.08533,0.99493,15.275,-16.869,9.096,True
ET_04,other,0.17,0.18445,0.05535,0.97445,1.366,-20.819,0.383,True
ET_04,other,0.18,0.05602,0.1015,0.90733,-11.396,-17.824,-7.614,True
ET_04,other,0.19,-0.03907,0.13881,0.89821,-25.002,-10.376,-11.666,True
ET_04,other,0.2,-0.03587,0.21895,0.86104,-28.812,1.008,-16.043,True
ET_04,other,0.21,-0.02663,0.28714,0.8871,-24.491,9.811,-12.997,True
ET_04,other,0.22,0.06081,0.35424,0.91191,-13.009,18.936,-5.52,True
ET_04,other,0.23,0.16532,0.34857,0.94918,2.234,20.775,0.523,True
ET_04,other,0.24,0.29342,0.31512,1.01929,17.98,16.532,8.34,True
ET_04,other,0.25,0.34929,0.26306,1.05951,25.028,7.639,14.213,True
ET_04,other,0.26,0.35318,0.18035,1.02279,28.3,-3.401,13.34,True
ET_04,other,0.27,0.32089,0.08447,1.00742,21.7,-13.656,10.356,True
ET_04,other,0.28,0.20994,0.03563,0.93947,9.397,-20.287,5.342,True
ET_04,other,0.29,0.1324,0.06124,0.92847,-7.334,-21.307,-3.2,True
ET_04,other,0.3,0.01248,0.09586,0.89454,-20.709,-14.097,-9.941,True
ET_04,other,0.31,-0.02892,0.16965,0.87223,-29.365,-4.672,-12.906,True
ET_04,other,0.32,-0.04636,0.26822,0.85651,-28.734,7.259,-13.212,True
ET_04,other,0.33,0.03576,0.33738,0.90447,-20.111,15.524,-11.077,True
ET_04,other,0.34,0.10759,0.3683,0.93149,-5.709,21.935,-2.764,True
ET_04,other,0.35000000000000003,0.24034,0.33024,0.96891,11.181,19.788,5.787,True
ET_04,other,0.36,0.3337,0.30327,1.00553,23.427,13.405,11.594,True
ET_04,other,0.37,0.3783,0.21893,1.01846,29.544,1.001,14.476,True
ET_04,other,0.38,0.36079,0.14752,1.00895,27.255,-8.899,12.851,True
ET_04,other,0.39,0.25619,0.06409,0.99421,15.501,-18.735,8.826,True
ET_04,other,0.4,0.18157,0.02736,0.95763,-0.716,-22.56,1.142,True
ET_04,other,0.41000000000000003,0.05479,0.06781,0.89706,-16.327,-19.294,-7.506,True
ET_04,other,0.42,-0.01777,0.11862,0.87529,-25.356,-9.426,-11.536,True
ET_04,other,0.43,-0.05753,0.22426,0.86285,-30.285,1.228,-14.13,True
ET_04,other,0.44,-0.02796,0.31163,0.89292,-25.742,11.1,-12.67,True
ET_04,other,0.45,0.07623,0.3494,0.90953,-12.828,21.356,-6.115,True
ET_04,other,0.46,0.20462,0.38838,0.95259,4.009,20.888,1.489,True
ET_04,other,0.47000000000000003,0.30215,0.32695,0.98542,18.957,17.509,10.754,True
ET_04,other,0.48,0.37025,0.25991,0.99014,28.144,7.337,14.578,True
ET_04,other,0.49,0.40268,0.1569,1.02398,30.553,-5.087,13.844,True
