subject_id,label,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,is_synthetic
HC_02,healthy,0.0,0.15475,0.1926,0.96827,-0.332,-1.086,-1.369,True
HC_02,healthy,0.01,0.15687,0.18924,0.9563,2.528,0.125,0.116,True
HC_02,healthy,0.02,0.14033,0.19352,0.93869,-0.137,-0.02,1.2,True
HC_02,healthy,0.03,0.13964,0.18798,0.95628,0.481,0.387,0.054,True
HC_02,healthy,0.04,0.17837,0.19329,0.9626,0.453,-1.025,0.112,True
HC_02,healthy,0.05,0.1411,0.20004,0.97783,-0.165,-0.417,-1.476,True
HC_02,healthy,0.06,0.14697,0.21819,0.94233,0.158,-0.816,-0.266,True
HC_02,healthy,0.07,0.13586,0.2484,0.95537,0.535,-0.01,1.416,True
HC_02,healthy,0.08,0.16352,0.19243,0.94479,0.35,-0.32,-0.986,True
HC_02,healthy,0.09,0.14213,0.21145,0.96446,-0.161,0.796,1.199,True
HC_02,healthy,0.1,0.16905,0.21695,0.94385,0.774,-1.121,-1.446,True
HC_02,healthy,0.11,0.16335,0.20614,0.9463,-0.328,0.46,0.585,True
HC_02,healthy,0.12,0.15796,0.19299,0.93837,0.497,1.41,-0.174,True
HC_02,healthy,0.13,0.13938,0.22013,0.96045,-0.529,0.339,0.703,True
HC_02,healthy,0.14,0.1626,0.2129,0.97052,0.209,-0.08,0.607,True
HC_02,healthy,0.15,0.16247,0.19981,0.91269,0.488,0.814,-1.11,True
HC_02,healthy,0.16,0.1665,0.19354,0.97475,0.274,-0.324,1.046,True
HC_02,healthy,0.17,0.14763,0.20262,0.95854,0.76,0.25,-2.347,True
HC_02,healthy,0.18,0.15914,0.19404,0.94393,0.885,-0.353,-0.091,True
HC_02,healthy,0.19,0.1363,0.20155,0.94517,-0.176,0.663,-0.613,True
HC_02,healthy,0.2,0.17798,0.19335,0.94608,0.562,0.384,-1.488,True
HC_02,healthy,0.21,0.14108,0.19218,0.94203,-0.696,0.116,0.846,True
HC_02,healthy,0.22,0.14677,0.2203,0.94489,0.569,0.22,0.806,True
HC_02,healthy,0.23,0.17263,0.20463,0.91025,-0.096,0.705,-0.212,True
HC_02,healthy,0.24,0.15567,0.21997,0.95608,0.854,-1.254,1.418,True
HC_02,healthy,0.25,0.14479,0.19328,0.96265,-0.041,-0.715,0.545,True
HC_02,healthy,0.26,0.16223,0.19686,0.9409,-0.841,0.313,-0.099,True
HC_02,healthy,0.27,0.15434,0.19561,0.93674,1.289,0.911,-0.489,True
HC_02,healthy,0.28,0.1696,0.18309,0.93603,0.254,2.176,0.02,True
HC_02,healthy,0.29,0.15136,0.18255,0.96047,0.711,-0.267,-1.208,True
HC_02,healthy,0.3,0.16152,0.22356,0.91526,-0.191,-0.408,1.595,True
HC_02,healthy,0.31,0.14605,0.21856,0.94523,-0.214,0.259,0.979,True
HC_02,healthy,0.32,0.15947,0.19752,0.94359,-0.081,1.587,0.245,True
HC_02,healthy,0.33,0.17648,0.20554,0.94951,-0.421,-0.774,0.09,True
HC_02,healthy,0.34,0.13877,0.21485,0.93763,-0.83,1.53,0.141,True
HC_02,healthy,0.35000000000000003,0.16898,0.21351,0.94828,0.532,0.051,0.424,True
HC_02,healthy,0.36,0.16916,0.21701,0.93883,-0.955,-0.074,0.948,True
HC_02,healthy,0.37,0.13989,0.19091,0.94177,-0.189,-0.794,0.477,True
HC_02,healthy,0.38,0.17169,0.20952,0.93909,1.038,0.905,0.761,True
HC_02,healthy,0.39,0.17594,0.21292,0.9513,-0.763,0.263,-0.339,True
HC_02,healthy,0.4,0.16225,0.22139,0.96323,0.329,0.772,2.195,True
HC_02,healthy,0.41000000000000003,0.15923,0.21445,0.94028,0.888,1.315,-0.197,True
